Entity,Year,Cost of a healthy diet,gdp,population,Region,bmi
Albania,2017,3.04,14155.04,2898245,Europe,22.50938
Albania,2018,3.13,14710.982,2894229,Europe,23.27709
Albania,2019,3.32,15078.507,2885011,Europe,24.06825
Albania,2020,3.4,14662.796,2871950,Europe,24.87768
Albania,2021,3.49,16126.777,2849641,Europe,25.72502
Albania,2022,4.14,17111.953,2827614,Europe,26.58335
Albania,2023,4.58,17991.016,2811660,Europe,
Algeria,2017,4.09,15427.664,41689302,Europe,20.98617
Algeria,2018,4.16,15343.426,42505033,Africa,21.64547
Algeria,2019,4.18,15199.199,43294551,Africa,22.30026
Algeria,2020,4.2,14194.155,44042094,Africa,22.95371
Algeria,2021,4.47,14496.865,44761099,Africa,23.60328
Algeria,2022,5.01,14782.2,45477391,Africa,24.24859
Algeria,2023,5.41,15159.324,46164222,Africa,
Angola,2017,3.18,9042.117,30234836,Africa,8.92534
Angola,2018,3.27,8620.215,31297160,Africa,9.21939
Angola,2019,3.43,8274.543,32375633,Africa,9.52763
Angola,2020,3.7,7556.968,33451139,Africa,9.85061
Angola,2021,4.11,7408.1265,34532427,Africa,10.18675
Angola,2022,4.55,7397.4863,35635028,Africa,10.53502
Angola,2023,4.72,7250.403,36749909,Africa,
Antigua and Barbuda,2017,3.77,27199.195,90483,Africa,30.55123
Antigua and Barbuda,2018,4.24,28878.607,90942,Africa,31.23646
Antigua and Barbuda,2019,4.38,29651.863,91377,Africa,31.93299
Antigua and Barbuda,2020,4.67,23930.672,91864,Caribbean,32.63795
Antigua and Barbuda,2021,4.92,25745.496,92358,Caribbean,33.34641
Antigua and Barbuda,2022,5.46,27941.785,92850,Caribbean,34.06155
Antigua and Barbuda,2023,5.8,28474.045,93331,Caribbean,
Argentina,2017,3.26,28334.904,44288898,Caribbean,30.93398
Armenia,2017,3.22,14243.875,2914966,Caribbean,24.40158
Armenia,2018,3.31,15037.045,2909971,Caribbean,25.09498
Armenia,2019,3.44,16215.36,2903975,Caribbean,25.8029
Armenia,2020,3.54,15052.936,2890893,South America,26.49705
Armenia,2021,3.8,15921.705,2870339,Asia,27.17718
Armenia,2022,4.27,17886.178,2880880,Asia,27.86621
Armenia,2023,4.33,19402.752,2943398,Asia,
Aruba,2017,3.38,38558.004,105737,Asia,
Aruba,2018,3.55,39419.555,106447,Asia,
Aruba,2019,3.79,38435.426,107089,Asia,
Aruba,2020,3.9,28521.69,107411,Asia,
Aruba,2021,4.0,35696.31,107565,Asia,
Aruba,2022,4.5,38877.676,107792,Caribbean,
Aruba,2023,4.82,40516.81,107946,Caribbean,
Australia,2017,2.33,56684.65,24731044,Caribbean,29.14901
Australia,2018,2.36,57450.383,25119700,Caribbean,29.64319
Australia,2019,2.4,57837.062,25482714,Caribbean,30.14886
Australia,2020,2.51,57059.742,25743787,Caribbean,30.68957
Australia,2021,2.61,58182.336,25956417,Caribbean,31.25505
Australia,2022,2.88,59883.65,26200987,Oceania,31.82415
Australia,2023,3.1,60461.156,26451126,Oceania,
Austria,2017,2.06,62612.14,8798779,Oceania,16.0986
Austria,2018,2.11,63855.78,8841653,Oceania,16.26565
Austria,2019,2.19,64688.145,8880876,Oceania,16.43674
Austria,2020,2.31,60349.902,8921402,Oceania,16.62115
Austria,2021,2.42,62968.94,8967053,Oceania,16.82485
Austria,2022,2.75,65661.45,9064678,Oceania,17.04036
Austria,2023,2.91,64394.09,9130434,Europe,
Azerbaijan,2017,2.9,19659.004,9968510,Europe,23.59459
Azerbaijan,2018,2.95,19781.852,10039782,Europe,24.36877
Azerbaijan,2019,3.1,20101.492,10110483,Europe,25.1584
Azerbaijan,2020,3.28,19126.098,10181736,Europe,25.93212
Azerbaijan,2021,3.45,20111.375,10234372,Europe,26.69587
Azerbaijan,2022,3.92,21051.244,10295307,Europe,27.50411
Azerbaijan,2023,4.13,21310.738,10318209,Europe,
Bahamas,2017,4.2,33049.87,390496,Asia,44.00649
Bahamas,2018,4.23,33650.24,392718,Asia,44.72953
Bahamas,2019,4.12,33202.355,394684,Asia,45.44717
Bahamas,2020,4.19,26452.525,395874,Asia,46.16628
Bahamas,2021,4.28,31064.682,396381,Asia,46.89243
Bahamas,2022,4.97,34342.79,397542,Asia,47.61047
Bahamas,2023,5.25,35221.31,399452,Asia,
Bahrain,2017,3.04,53859.773,1482003,Asia,33.70923
Bahrain,2018,3.19,54893.074,1497634,North America,34.24779
Bahrain,2019,3.3,56749.96,1485675,North America,34.87986
Bahrain,2020,3.42,53814.246,1483081,North America,35.67412
Bahrain,2021,3.25,54954.676,1501762,North America,36.5512
Bahrain,2022,3.74,57572.996,1533460,North America,37.18739
Bahrain,2023,4.12,57819.906,1569674,North America,
Bangladesh,2017,3.09,6005.707,162186146,North America,3.69806
Bangladesh,2018,3.26,6392.5933,163523109,North America,3.98976
Bangladesh,2019,3.41,6838.326,164913060,Asia,4.29426
Bangladesh,2020,3.61,7015.1978,166298024,Asia,4.61226
Bangladesh,2021,3.83,7441.0693,167658855,Asia,4.94368
Bangladesh,2022,4.13,7888.164,169384891,Asia,5.29035
Bangladesh,2023,4.33,8242.398,171466986,Asia,
Belarus,2017,3.13,25503.98,9495793,Asia,25.4647
Belarus,2018,3.13,26363.463,9480031,Asia,25.71212
Belarus,2019,3.19,26798.82,9435415,Asia,25.94651
Belarus,2020,3.22,26731.496,9350943,Asia,26.15491
Belarus,2021,3.3,27611.18,9251368,Asia,26.34413
Belarus,2022,3.6,26537.508,9173240,Asia,26.55127
Belarus,2023,3.72,27782.438,9115679,Asia,
Belgium,2017,2.0,58555.152,11376583,Asia,20.70753
Belgium,2018,2.07,59383.88,11428608,Asia,20.94379
Belgium,2019,2.16,60506.66,11490623,Asia,21.18782
Belgium,2020,2.28,57358.836,11540102,Asia,21.44325
Belgium,2021,2.26,60669.215,11570843,Europe,21.71175
Belgium,2022,2.49,62744.203,11641814,Europe,22.00038
Belgium,2023,2.77,62920.645,11712891,Europe,
Belize,2017,2.56,11574.452,373215,Europe,37.97209
Belize,2018,2.69,11486.803,380232,Europe,38.73309
Belize,2019,2.9,11803.088,385833,Europe,39.50306
Belize,2020,3.16,10032.545,390819,Europe,40.29014
Belize,2021,3.52,11677.461,395355,Europe,41.09466
Belize,2022,3.85,12569.818,402741,Europe,41.91092
Belize,2023,4.32,12455.296,411112,Europe,
Benin,2017,2.85,3041.7793,12039777,Europe,8.23948
Benin,2018,2.87,3155.4512,12383349,Europe,8.53092
Benin,2019,2.89,3281.1047,12726760,Europe,8.84295
Benin,2020,2.91,3317.8596,13070169,Europe,9.1767
Benin,2021,3.07,3464.2886,13413423,Europe,9.5273
Benin,2022,3.25,3588.3252,13759507,Europe,9.8947
Benin,2023,3.3,3721.2126,14111035,Central America,
Bermuda,2017,2.88,96437.195,63603,Central America,30.88301
Bermuda,2018,2.94,95639.23,63852,Central America,31.51013
Bermuda,2019,3.12,95519.92,64130,Central America,32.13849
Bermuda,2020,3.33,88618.086,64404,Central America,32.76849
Bermuda,2021,3.55,92319.67,64672,Central America,33.39849
Bermuda,2022,3.96,98145.17,64772,Central America,34.00804
Bermuda,2023,4.23,103052.35,64721,Central America,
Bhutan,2017,4.13,13482.343,754343,Africa,8.85692
Bhutan,2018,4.32,13854.8545,759766,Africa,9.43668
Bhutan,2019,4.44,14555.188,764830,Africa,10.04012
Bhutan,2020,4.87,12979.937,770013,Africa,10.66656
Bhutan,2021,5.14,13458.8125,775450,Africa,11.31482
Bhutan,2022,5.48,14061.3125,780921,Africa,11.98425
Bhutan,2023,5.69,14645.266,786386,Africa,
Bolivia,2017,3.62,9642.813,11344591,Africa,23.20854
Bolivia,2018,3.61,9907.0625,11508370,Caribbean,24.08427
Bolivia,2019,3.75,9985.23,11671386,Caribbean,24.98196
Bolivia,2020,3.78,9000.976,11816301,Caribbean,25.90197
Bolivia,2021,3.96,9454.198,11937369,Caribbean,26.84188
Bolivia,2022,4.3,9681.707,12077156,Caribbean,27.80303
Bolivia,2023,4.57,9843.97,12244161,Caribbean,
Bosnia and Herzegovina,2017,4.07,15554.06,3428684,Caribbean,22.42233
Bosnia and Herzegovina,2018,4.13,16348.134,3386999,Caribbean,22.98452
Bosnia and Herzegovina,2019,4.34,17028.643,3345532,Asia,23.5717
Bosnia and Herzegovina,2020,4.34,16746.39,3299352,Asia,24.18778
Bosnia and Herzegovina,2021,4.54,18285.672,3244912,Asia,24.82762
Bosnia and Herzegovina,2022,5.48,19297.072,3204802,Asia,25.46701
Bosnia and Herzegovina,2023,5.95,19803.846,3185072,Asia,
Botswana,2017,3.01,17352.896,2266749,Asia,15.0859
Botswana,2018,3.0,17825.02,2299149,Asia,15.5446
Botswana,2019,3.04,18106.01,2332082,South America,16.01181
Botswana,2020,3.21,16289.392,2365895,South America,16.48969
Botswana,2021,3.41,17960.625,2401448,South America,16.97099
Botswana,2022,3.62,18647.373,2439895,South America,17.45848
Botswana,2023,4.01,18932.48,2480242,South America,
Brazil,2017,3.15,17724.48,204703440,South America,23.65411
Brazil,2018,3.23,17917.75,206107265,South America,24.64102
Brazil,2019,3.39,18018.621,207455459,South America,25.64392
Brazil,2020,3.69,17327.516,208660845,Europe,26.6663
Brazil,2021,3.97,18075.705,209550291,Europe,27.70533
Brazil,2022,4.39,18554.047,210306411,Europe,28.76292
Brazil,2023,4.55,19079.812,211140731,Europe,
Brunei,2017,4.11,78966.87,432787,Europe,28.20222
Brunei,2018,4.26,78099.05,437811,Europe,29.05845
Brunei,2019,4.36,80228.16,442690,Europe,29.9032
Brunei,2020,4.55,80280.9,447411,Europe,30.73948
Brunei,2021,4.86,78248.8,451722,Africa,31.56486
Brunei,2022,5.32,76357.83,455374,Africa,32.37802
Brunei,2023,5.67,76616.7,458959,Africa,
Bulgaria,2017,3.39,26681.43,7075642,Africa,22.22754
Bulgaria,2018,3.47,27739.502,7024745,Africa,22.64054
Bulgaria,2019,3.67,29199.834,6975466,Africa,23.05409
Bulgaria,2020,3.8,28545.709,6933656,Africa,23.45558
Bulgaria,2021,3.93,30971.914,6877222,Africa,23.85309
Bulgaria,2022,4.72,32433.15,6825862,South America,24.24786
Bulgaria,2023,5.16,33139.938,6795805,South America,
Burkina Faso,2017,2.77,2232.2878,19894413,South America,4.43681
Burkina Faso,2018,2.82,2316.3943,20438289,South America,4.72953
Burkina Faso,2019,2.72,2391.5364,20961956,South America,5.04297
Burkina Faso,2020,2.8,2380.9316,21478691,South America,5.37614
Burkina Faso,2021,2.97,2486.431,21995249,South America,5.72836
Burkina Faso,2022,3.48,2466.0532,22509038,South America,6.10077
Burkina Faso,2023,3.55,2482.0723,23025777,Asia,
Burundi,2017,3.4,880.99347,11506764,Asia,3.33906
Burundi,2018,3.12,868.5555,11859444,Asia,3.55096
Burundi,2019,3.1,855.7327,12255339,Asia,3.77201
Burundi,2020,3.33,833.9202,12617041,Asia,4.00917
Burundi,2021,3.54,836.6656,12965487,Asia,4.26484
Burundi,2022,4.0,829.38715,13321102,Asia,4.5345
Burundi,2023,4.5,828.58295,13689455,Asia,
Cambodia,2017,3.55,5632.0312,16073374,Europe,3.09308
Cambodia,2018,3.62,6050.591,16274522,Europe,3.32775
Cambodia,2019,3.68,6448.885,16481305,Europe,3.57531
Cambodia,2020,3.84,6128.782,16725484,Europe,3.83571
Cambodia,2021,3.95,6225.5327,16974309,Europe,4.1057
Cambodia,2022,4.25,6458.368,17201721,Europe,4.38646
Cambodia,2023,4.47,6695.292,17423884,Europe,
Cameroon,2017,2.6,4797.9756,24128609,Europe,11.53443
Cameroon,2018,2.74,4851.48,24806377,Africa,11.87083
Cameroon,2019,2.9,4882.3555,25506095,Africa,12.21992
Cameroon,2020,3.1,4763.482,26210566,Africa,12.5851
Cameroon,2021,3.41,4793.556,26915765,Africa,12.96291
Cameroon,2022,3.91,4843.6504,27632770,Africa,13.35076
Cameroon,2023,4.2,4870.571,28372690,Africa,
Canada,2017,3.08,56612.33,36808498,Africa,26.5356
Canada,2018,3.13,57337.492,37294996,Africa,26.66823
Canada,2019,3.19,57583.848,37782934,Africa,26.80227
Canada,2020,3.33,54092.88,38171903,Africa,26.96251
Canada,2021,3.52,56995.117,38454058,Africa,27.14013
Canada,2022,3.92,58321.062,38821259,Africa,27.31915
Canada,2023,4.27,57517.44,39299098,Africa,
Cape Verde,2017,3.16,8234.56,512899,Africa,12.13457
Cape Verde,2018,2.92,8531.13,513418,Africa,12.66729
Cape Verde,2019,2.86,9111.63,514116,Africa,13.23063
Cape Verde,2020,2.83,7207.8687,514683,Asia,13.82397
Cape Verde,2021,2.92,7685.4194,516655,Asia,14.44278
Cape Verde,2022,3.38,8850.106,519750,Asia,15.08562
Cape Verde,2023,3.69,9280.9795,522335,Asia,
Cayman Islands,2017,3.5,74564.74,64561,Asia,
Cayman Islands,2018,3.64,76088.9,65962,Asia,
Cayman Islands,2019,3.61,77440.555,67346,Asia,
Cayman Islands,2020,3.81,72149.33,68703,Asia,
Cayman Islands,2021,4.09,74150.86,70126,Africa,
Cayman Islands,2022,4.34,76359.09,71610,Africa,
Cayman Islands,2023,4.61,78109.35,73055,Africa,
Central African Republic,2017,2.95,1103.8661,4793512,Africa,6.21553
Central African Republic,2018,3.08,1125.7009,4878663,Africa,6.47109
Central African Republic,2019,3.22,1145.0956,4944708,Africa,6.73959
Central African Republic,2020,3.38,1136.5706,5026629,Africa,7.02508
Central African Republic,2021,3.63,1128.5524,5112103,Africa,7.33513
Central African Republic,2022,3.92,1136.8018,5098038,North America,7.66854
Central African Republic,2023,4.09,1132.6764,5152415,North America,
Chad,2017,2.82,2496.4927,15622756,North America,4.58459
Chad,2018,2.8,2552.6062,16156535,North America,4.77826
Chad,2019,2.8,2604.9163,16685223,North America,4.98983
Chad,2020,2.95,2513.0159,17224686,North America,5.21694
Chad,2021,3.04,2435.0728,17828274,North America,5.4568
Chad,2022,3.49,2655.71,18455319,North America,5.71398
Chad,2023,3.77,2641.4329,19319075,Africa,
Chile,2017,3.38,27892.994,18558868,Africa,34.60929
Chile,2018,3.52,28492.662,18893185,Africa,35.54849
Chile,2019,3.67,28218.535,19197748,Africa,36.50273
Chile,2020,3.79,26248.562,19370621,Africa,37.4911
Chile,2021,3.87,29089.85,19456323,Africa,38.49999
Chile,2022,4.43,29569.479,19553033,Africa,39.52288
Chile,2023,5.04,29563.678,19658833,Africa,
China,2017,2.8,16757.973,1412354730,Caribbean,6.22041
China,2018,2.82,17806.791,1419008954,Caribbean,6.58455
China,2019,3.0,18820.514,1423520357,Caribbean,6.96223
China,2020,3.25,19215.154,1426106093,Caribbean,7.36105
China,2021,3.13,20843.297,1426437269,Caribbean,7.77825
China,2022,3.41,21499.383,1425179562,Caribbean,8.21126
China,2023,3.53,22687.076,1422584930,Caribbean,
Colombia,2017,2.84,16986.033,48131076,Africa,20.89002
Colombia,2018,2.87,17104.13,49024463,Africa,21.44693
Colombia,2019,2.95,17336.771,49907987,Africa,22.01124
Colombia,2020,3.15,15861.5,50629997,Africa,22.60079
Colombia,2021,3.3,17383.09,51188174,Africa,23.2106
Colombia,2022,4.06,18458.72,51737944,Africa,23.85454
Colombia,2023,4.69,18382.998,52321152,Africa,
Comoros,2017,4.61,3236.986,756672,Africa,12.31146
Comoros,2018,4.55,3303.2568,771597,Africa,12.90641
Comoros,2019,4.54,3357.898,786582,Africa,13.53001
Comoros,2020,4.49,3424.5398,802172,Africa,14.17787
Comoros,2021,4.48,3449.0435,818178,Africa,14.84834
Comoros,2022,4.75,3478.1736,834191,Africa,15.54546
Comoros,2023,4.93,3516.4817,850390,Africa,
Congo,2017,3.04,7372.7705,5351013,Africa,7.26138
Congo,2018,3.16,7029.3364,5483128,Africa,7.39443
Congo,2019,3.24,6939.369,5616656,South America,7.52993
Congo,2020,3.43,6350.5093,5752792,South America,7.66996
Congo,2021,3.74,6263.2114,5892187,South America,7.8124
Congo,2022,4.16,6205.105,6035104,South America,7.95688
Congo,2023,4.33,6172.2876,6182890,South America,
Costa Rica,2017,3.54,22622.553,4913177,South America,28.30181
Costa Rica,2018,3.58,23005.312,4957813,South America,29.01541
Costa Rica,2019,3.67,23364.783,4999549,South America,29.735
Costa Rica,2020,3.56,22211.861,5034323,Asia,30.46733
Costa Rica,2021,3.7,23852.926,5059991,Asia,31.21397
Costa Rica,2022,4.13,24831.719,5081764,Asia,31.97244
Costa Rica,2023,4.52,25979.629,5105526,Asia,
Cote d'Ivoire,2017,2.66,5556.114,26733376,Asia,8.70969
Cote d'Ivoire,2018,2.69,5670.2,27464175,Asia,9.04399
Cote d'Ivoire,2019,2.66,5894.879,28193014,Asia,9.39894
Cote d'Ivoire,2020,2.73,5787.8154,28915452,Asia,9.77623
Cote d'Ivoire,2021,2.91,6045.2046,29639737,South America,10.17216
Cote d'Ivoire,2022,3.25,6272.264,30395004,South America,10.58711
Cote d'Ivoire,2023,3.45,6511.751,31165653,South America,
Croatia,2017,3.31,32351.873,4079198,South America,30.90548
Croatia,2018,3.36,33730.875,4024868,South America,31.81545
Croatia,2019,3.44,35123.49,3986338,South America,32.74408
Croatia,2020,3.53,32493.625,3953956,South America,33.69365
Croatia,2021,3.71,36930.47,3924607,South America,34.66637
Croatia,2022,4.21,39861.79,3907031,Africa,35.65174
Croatia,2023,4.53,41135.086,3896023,Africa,
Curacao,2017,2.95,29729.102,168525,Africa,
Curacao,2018,3.13,29256.814,181590,Africa,
Curacao,2019,3.35,28659.656,189555,Africa,
Curacao,2020,3.65,23751.498,185029,Africa,
Curacao,2021,4.0,25163.867,185324,Africa,
Curacao,2022,4.44,27587.244,185350,Africa,
Curacao,2023,5.01,27675.572,185437,Africa,
Cyprus,2017,2.89,42128.566,1254274,Africa,23.56579
Cyprus,2018,2.93,44227.91,1270743,Africa,23.8538
Cyprus,2019,3.04,46195.594,1286669,Africa,24.14631
Cyprus,2020,3.14,44203.89,1302250,Africa,24.4562
Cyprus,2021,3.1,48781.277,1317311,Africa,24.78185
Cyprus,2022,3.44,51588.445,1331376,Africa,25.10993
Cyprus,2023,3.65,52190.875,1344981,Africa,
Czechia,2017,2.81,45177.523,10541343,Central America,28.36891
Czechia,2018,2.83,46301.082,10548934,Central America,28.96456
Czechia,2019,2.97,47763.617,10554872,Central America,29.56058
Czechia,2020,3.0,45119.938,10550129,Central America,30.16053
Czechia,2021,2.9,47796.035,10530683,Central America,30.75134
Czechia,2022,3.36,48390.66,10673216,Central America,31.29533
Czechia,2023,3.65,47509.523,10809722,Central America,
Democratic Republic of Congo,2017,4.27,1253.1874,87083400,Central America,4.5925
Democratic Republic of Congo,2018,3.47,1282.4823,90047647,Africa,4.79826
Democratic Republic of Congo,2019,3.45,1296.9476,92947450,Africa,5.01832
Democratic Republic of Congo,2020,3.21,1277.6328,95990000,Africa,5.2523
Democratic Republic of Congo,2021,3.11,1313.6182,99148930,Africa,5.50006
Democratic Republic of Congo,2022,3.38,1385.4647,102396974,Africa,5.76078
Democratic Republic of Congo,2023,3.55,1456.4824,105789733,Africa,
Denmark,2017,2.2,64815.73,5765164,Africa,13.93698
Denmark,2018,2.26,65694.76,5793824,Africa,13.99919
Denmark,2019,2.34,66580.19,5814618,Europe,14.06424
Denmark,2020,2.41,65204.55,5831529,Europe,14.13622
Denmark,2021,2.49,69715.18,5856774,Europe,14.21624
Denmark,2022,2.72,70233.64,5902901,Europe,14.30341
Denmark,2023,2.94,71454.52,5948134,Europe,
Djibouti,2017,2.97,5421.9565,1054844,Europe,8.45987
Djibouti,2018,3.0,5590.5044,1071886,Europe,8.8945
Djibouti,2019,3.1,5809.3047,1088710,Europe,9.3504
Djibouti,2020,3.24,5791.4775,1105193,Caribbean,9.831
Djibouti,2021,3.4,5960.108,1121251,Caribbean,10.33566
Djibouti,2022,3.86,6180.68,1137101,Caribbean,10.86511
Djibouti,2023,4.06,6545.1035,1152951,Caribbean,
Dominica,2017,4.28,16314.2295,68514,Caribbean,27.77472
Dominica,2018,4.55,16877.125,68195,Caribbean,28.50125
Dominica,2019,4.75,17619.434,67901,Caribbean,29.2372
Dominica,2020,5.0,14919.531,67588,Europe,29.98219
Dominica,2021,5.26,15808.975,67222,Europe,30.7331
Dominica,2022,5.69,17550.8,66847,Europe,31.50258
Dominica,2023,6.08,18278.225,66531,Europe,
Dominican Republic,2017,3.39,19501.875,10666846,Europe,25.21962
Dominican Republic,2018,3.48,20662.848,10782048,Europe,25.97384
Dominican Republic,2019,3.74,21451.287,10894043,Europe,26.74101
Dominican Republic,2020,4.05,19545.41,11008298,Europe,27.52163
Dominican Republic,2021,4.41,22053.459,11123480,Europe,28.31566
Dominican Republic,2022,4.87,22986.959,11230734,Europe,29.12325
Dominican Republic,2023,5.21,23282.49,11331269,Europe,
Ecuador,2017,2.5,14179.153,16759515,Europe,22.8519
Ecuador,2018,2.54,14083.507,17049542,Europe,23.61672
Ecuador,2019,2.63,13870.489,17340017,Europe,24.40306
Ecuador,2020,2.77,12440.326,17546058,Europe,25.23245
Ecuador,2021,2.91,13507.444,17682454,Europe,26.09272
Ecuador,2022,3.2,14186.639,17823900,Africa,26.98363
Ecuador,2023,3.44,14343.019,17980079,Africa,
Egypt,2017,3.81,14018.36,103696055,Africa,39.25935
Egypt,2018,4.02,14488.209,105682092,Africa,40.03781
Egypt,2019,3.98,15026.568,107553159,Africa,40.7968
Egypt,2020,3.88,15309.236,109315118,Africa,41.54097
Egypt,2021,4.01,15579.016,110957005,Africa,42.26823
Egypt,2022,4.69,16360.391,112618252,Africa,42.98924
Egypt,2023,5.96,16691.387,114535772,Europe,
Equatorial Guinea,2017,3.7,22250.44,1562401,Europe,14.62189
Equatorial Guinea,2018,3.77,20165.48,1616425,Europe,15.08635
Equatorial Guinea,2019,3.81,18446.592,1670184,Europe,15.56521
Equatorial Guinea,2020,3.93,17089.154,1716479,Europe,16.08392
Equatorial Guinea,2021,4.08,16821.45,1758796,Europe,16.6247
Equatorial Guinea,2022,4.43,16932.771,1803549,Europe,17.16117
Equatorial Guinea,2023,4.62,15688.238,1847556,Europe,
Estonia,2017,3.14,39939.457,1317430,Africa,25.41265
Estonia,2018,3.21,41273.2,1321972,Africa,25.67401
Estonia,2019,3.35,42652.535,1326822,Africa,25.93938
Estonia,2020,3.43,41340.766,1329675,Africa,26.19586
Estonia,2021,3.34,44251.54,1331750,Africa,26.428
Estonia,2022,3.76,43690.414,1350093,Africa,26.67095
Estonia,2023,4.21,41706.52,1367195,Africa,
Eswatini,2017,3.36,9696.552,1158198,Africa,23.01352
Eswatini,2018,3.31,9632.162,1168933,Caribbean,23.8697
Eswatini,2019,3.33,10123.316,1179885,Caribbean,24.7486
Eswatini,2020,3.41,9727.514,1192734,Caribbean,25.61458
Eswatini,2021,3.62,9946.041,1206598,Caribbean,26.46157
Eswatini,2022,3.96,9955.709,1218921,Caribbean,27.31483
Eswatini,2023,4.09,10201.638,1230507,Caribbean,
Ethiopia,2017,2.94,2222.8281,109666482,Caribbean,1.6931
Ethiopia,2018,3.04,2311.165,112664157,Caribbean,1.81366
Ethiopia,2019,3.27,2437.9705,115737384,Caribbean,1.94416
Ethiopia,2020,3.52,2516.549,118917670,Caribbean,2.08556
Ethiopia,2021,3.88,2588.413,122138588,Caribbean,2.23925
Ethiopia,2022,4.29,2655.5928,125384285,Caribbean,2.40611
Ethiopia,2023,4.41,2757.9592,128691695,Caribbean,
Fiji,2017,3.2,13090.501,918762,Caribbean,30.41922
Fiji,2018,3.27,13612.952,917185,Caribbean,31.09575
Fiji,2019,3.41,13567.474,914906,Caribbean,31.78068
Fiji,2020,3.48,11254.97,914971,South America,32.47163
Fiji,2021,3.81,10685.197,916718,South America,33.162
